twoperc,threeperc,assists,turno,blocks,orebounds,drebounds,ftPerc,points,steals,minutes,nameteam
.607,.500,31,13,8,11,29,.810,128,8,240,San Antonio Spurs
.342,.294,16,6,3,9,30,.725,84,6,240,Cleveland Cavaliers
.481,.375,23,12,6,12,27,.880,104,9,240,Utah Jazz
.524,.450,25,14,5,12,30,.913,116,10,240,Atlanta Hawks
.523,.381,25,13,8,14,27,.750,112,9,240,Golden State Warriors
.421,.500,27,16,6,8,36,.929,86,12,240,Boston Celtics
.494,.407,34,17,8,10,34,.526,109,16,240,Los Angeles Clippers
.388,.450,22,10,4,8,29,.852,94,9,240,Memphis Grizzlies
.500,.480,31,15,6,16,33,.909,116,9,240,Milwaukee Bucks
.488,.308,26,13,8,13,35,.789,99,9,240,New Orleans Hornets
.363,.300,16,8,3,17,36,.774,88,6,240,Orlando Magic
.500,.483,26,3,11,9,27,.810,125,6,240,Phoenix Suns
.588,.467,32,18,5,1,36,.842,103,6,240,Boston Celtics
.434,.304,16,13,5,16,32,.655,98,13,240,Miami Heat
.449,.308,21,13,2,20,33,.813,122,11,265,New Jersey Nets
.382,.235,17,9,6,16,31,.700,100,11,265,New York Knicks
.417,.435,18,16,11,11,31,.808,91,6,240,Oklahoma City Thunder
.452,.409,29,10,4,16,30,.846,104,10,240,Houston Rockets
.507,.273,19,16,8,7,38,.884,114,5,240,San Antonio Spurs
.482,.440,28,12,10,9,39,.846,113,6,240,Washington Wizards
.545,.500,35,16,9,16,44,.750,123,7,240,Denver Nuggets
.507,.438,18,13,5,9,32,.774,103,6,240,Indiana Pacers
.500,.308,21,18,2,15,33,.800,94,6,240,Memphis Grizzlies
.481,.400,20,17,9,13,31,.920,109,10,240,Oklahoma City Thunder
.573,.350,27,17,7,5,35,.813,114,4,240,Phoenix Suns
.466,.500,20,12,6,12,34,.769,93,2,240,Los Angeles Lakers
.525,.536,28,11,6,13,31,.833,119,10,240,Orlando Magic
.463,.526,22,13,2,7,31,.769,94,10,240,Houston Rockets
.425,.286,17,18,13,15,35,.758,91,8,240,Utah Jazz
.433,.450,27,12,10,18,33,.688,98,7,240,Chicago Bulls
.482,.579,25,11,5,14,31,.857,103,7,240,Cleveland Cavaliers
.446,.500,24,16,11,17,39,.750,110,7,240,Dallas Mavericks
.606,.643,23,12,6,5,35,.800,115,3,240,Boston Celtics
.459,.353,22,16,8,16,37,.885,107,5,240,Philadelphia 76ers
.500,.200,20,13,5,6,39,.800,93,5,240,Washington Wizards
.416,.231,28,19,3,15,41,.846,88,9,265,Boston Celtics
.468,.400,20,19,9,9,35,.750,104,7,265,Indiana Pacers
.500,.409,28,13,7,10,24,.710,113,7,240,Denver Nuggets
.513,.429,23,11,8,7,35,.773,103,7,240,Utah Jazz
.500,.286,21,12,6,16,27,.842,104,8,240,Memphis Grizzlies
.513,.375,22,17,2,10,32,.852,111,8,240,New York Knicks
.559,.444,23,18,6,8,36,.694,105,7,240,New Orleans Hornets
.469,.313,22,11,2,11,26,.905,100,4,240,Los Angeles Clippers
.477,.435,17,12,5,12,33,.857,118,8,240,Portland Trail Blazers
.449,.478,23,12,4,16,44,.583,98,4,240,Los Angeles Lakers
.532,.100,27,4,8,4,38,.625,93,5,240,Philadelphia 76ers
.524,.385,28,10,2,13,30,.857,109,6,240,Detroit Pistons
.430,.500,26,15,3,15,30,.579,96,11,265,Chicago Bulls
.500,.375,30,10,5,14,28,.750,112,12,240,Dallas Mavericks
.429,.387,22,9,5,14,31,.500,95,11,240,Los Angeles Clippers
.487,.350,19,17,4,10,31,.839,107,9,240,San Antonio Spurs
.517,.333,36,8,8,8,32,.818,113,6,240,Milwaukee Bucks
.494,.444,22,13,3,8,36,.848,112,5,240,Phoenix Suns
.411,.300,23,14,6,16,32,.846,102,9,240,Indiana Pacers
.507,.467,25,22,7,14,31,.690,103,9,240,Los Angeles Lakers
.518,.143,25,11,6,12,30,.882,105,8,240,Miami Heat
.551,.462,25,13,3,9,24,.667,96,8,240,New Orleans Hornets
.464,.483,22,15,5,9,32,.846,103,11,240,New York Knicks
.478,.417,19,14,9,16,42,.750,115,11,240,Oklahoma City Thunder
.506,.400,25,15,3,6,37,.938,109,9,240,Atlanta Hawks
.420,.375,21,10,4,5,36,.778,95,11,240,New Jersey Nets
.482,.450,17,20,7,16,35,.800,97,8,240,Dallas Mavericks
.347,.389,15,12,4,12,38,.871,84,4,240,Toronto Raptors
.543,.455,22,10,9,13,28,.467,112,6,240,Los Angeles Clippers
.486,.538,18,12,6,11,27,.824,103,4,240,Memphis Grizzlies
.402,.368,17,9,1,19,35,.923,105,4,240,Indiana Pacers
.440,.280,17,14,8,17,36,.875,115,6,240,Oklahoma City Thunder
.457,.357,28,14,8,12,39,.682,94,8,240,Boston Celtics
.526,.500,24,24,1,10,39,.842,105,12,240,San Antonio Spurs
.515,.375,17,16,3,5,29,.818,98,8,240,Cleveland Cavaliers
.554,.333,16,14,4,6,33,.696,102,6,240,Toronto Raptors
.488,.333,21,14,10,8,36,.647,94,6,240,Boston Celtics
.456,.379,25,6,8,7,32,.810,100,10,240,Orlando Magic
.494,.250,27,16,5,9,36,.714,101,6,240,Denver Nuggets
.429,.294,20,19,6,17,33,.739,100,7,265,Chicago Bulls
.452,.389,27,7,1,15,37,.778,112,4,265,Los Angeles Lakers
.438,.231,22,15,0,9,30,1.000,88,11,240,New Orleans Hornets
.462,.235,14,15,2,11,36,.810,93,7,240,Miami Heat
.474,.421,26,6,3,14,23,.667,104,8,240,Sacramento Kings
.338,.091,15,12,6,11,39,.880,75,6,240,New Orleans Hornets
.382,.222,18,12,11,13,31,.789,87,9,240,Washington Wizards
.391,.444,27,14,4,19,36,.837,120,6,240,San Antonio Spurs
.475,.500,26,13,4,9,32,.690,105,8,240,Denver Nuggets
.443,.458,24,11,7,14,44,.880,111,5,240,Indiana Pacers
.444,.450,21,13,7,16,30,.688,92,8,240,Los Angeles Clippers
.507,.333,20,13,5,6,27,.852,101,6,240,Miami Heat
.533,.611,28,11,5,13,33,1.000,113,5,240,Orlando Magic
.600,.467,29,10,8,9,32,.842,125,4,240,Phoenix Suns
.488,.286,28,9,6,12,30,.694,109,8,240,Atlanta Hawks
.432,.429,30,19,5,14,39,.784,123,6,315,Utah Jazz
.600,.444,28,12,10,7,34,.900,116,12,240,Detroit Pistons
.595,.389,29,12,5,6,31,.455,112,8,240,San Antonio Spurs
.440,.385,24,11,7,15,27,.545,91,11,240,Memphis Grizzlies
.568,.594,28,16,0,10,26,.882,118,6,240,New York Knicks
.416,.542,21,10,6,16,28,.833,102,11,240,Indiana Pacers
.494,.286,27,7,4,6,44,.828,116,11,240,Atlanta Hawks
.543,.429,23,15,6,3,26,.852,102,6,240,Boston Celtics
.482,.474,29,9,6,16,41,.579,100,3,240,Chicago Bulls
.524,.600,32,16,3,9,37,.800,103,9,240,Philadelphia 76ers
.519,.423,21,12,1,10,29,.923,117,6,240,Dallas Mavericks
.487,.583,21,17,7,10,25,.700,104,11,240,Los Angeles Clippers
.468,.250,34,14,6,11,44,.750,99,7,240,Los Angeles Lakers
.506,.364,22,11,8,12,19,.846,103,12,240,Memphis Grizzlies
.526,.412,25,14,3,11,30,.600,96,9,240,Miami Heat
.434,.371,22,9,5,9,32,.792,104,11,240,New York Knicks
.450,.375,17,13,6,11,35,.912,109,8,240,Oklahoma City Thunder
.475,.588,23,14,4,12,37,.813,112,9,240,Utah Jazz
.588,.381,26,11,3,9,31,.806,127,7,240,San Antonio Spurs
.557,.538,23,10,4,9,32,.640,121,6,240,Washington Wizards
.466,.200,24,12,7,5,43,.714,91,3,240,Minnesota Timberwolves
.473,.412,24,9,3,14,30,.781,118,7,240,Indiana Pacers
.421,.308,14,12,4,9,36,.714,83,6,240,Miami Heat
.471,.200,23,15,4,13,44,.792,105,8,265,New Orleans Hornets
.446,.375,22,15,1,11,30,.750,93,4,240,Phoenix Suns
.514,.529,24,18,7,11,30,.824,97,7,240,Atlanta Hawks
.453,.250,16,19,5,12,29,.714,85,12,240,Memphis Grizzlies
.456,.316,15,15,6,16,36,.741,98,5,240,Cleveland Cavaliers
.469,.158,19,18,5,13,39,.962,104,9,240,Dallas Mavericks
.533,.333,21,17,11,6,39,.864,103,9,240,Oklahoma City Thunder
.610,.667,27,16,5,11,31,.944,121,9,240,San Antonio Spurs
.452,.450,29,10,2,8,38,.667,93,8,240,Chicago Bulls
.476,.385,22,13,5,15,25,.600,99,11,240,Houston Rockets
.449,.333,24,14,11,19,29,.697,109,6,265,Philadelphia 76ers
.444,.235,19,10,6,17,27,.900,93,6,240,Memphis Grizzlies
.414,.389,22,14,5,10,28,.778,86,9,240,Washington Wizards
.452,.308,22,12,4,13,37,.703,106,8,240,Milwaukee Bucks
.552,.462,25,9,7,8,30,.941,118,12,240,Denver Nuggets
.534,.500,24,8,6,12,32,.826,117,8,265,Utah Jazz
.544,.632,21,17,1,7,30,.750,113,13,240,New York Knicks
.552,.333,23,8,6,9,28,.750,114,13,240,Sacramento Kings
.564,.333,32,15,5,9,34,.727,101,5,240,Denver Nuggets
.366,.133,16,12,4,8,32,.629,76,5,240,Detroit Pistons
.429,.250,24,11,5,11,28,.791,107,13,240,Los Angeles Clippers
.387,.313,26,13,10,25,42,.675,114,12,290,Los Angeles Lakers
.412,.313,10,14,7,17,31,.917,97,10,240,Miami Heat
.446,.313,18,9,7,11,34,.600,93,6,240,Golden State Warriors
.545,.400,23,14,4,5,40,.759,114,6,240,San Antonio Spurs
.380,.267,21,14,4,22,34,.763,103,13,240,Indiana Pacers
.469,.385,18,13,8,17,25,.778,109,14,240,Memphis Grizzlies
.372,.353,16,11,7,11,32,.778,92,10,240,Milwaukee Bucks
.538,.357,25,7,8,7,26,.824,105,6,240,Philadelphia 76ers
.593,.545,34,16,8,8,39,.762,124,11,240,San Antonio Spurs
.554,.111,28,18,5,9,36,.583,101,12,240,Washington Wizards
.500,.458,24,15,4,14,28,.857,109,7,240,Atlanta Hawks
.432,.333,15,15,6,4,34,.625,78,11,240,Boston Celtics
.437,.400,22,13,6,14,29,.613,83,9,240,New Orleans Hornets
.469,.450,22,14,8,12,31,.917,118,5,240,Oklahoma City Thunder
.425,.308,23,13,8,14,42,.759,100,9,240,Utah Jazz
.440,.250,21,15,4,20,30,.750,96,12,240,Washington Wizards
.469,.353,27,13,5,9,35,1.000,92,5,240,Chicago Bulls
.356,.313,24,11,6,16,35,.722,90,12,240,Philadelphia 76ers
.468,.375,18,8,2,8,28,.750,99,9,240,New York Knicks
.444,.348,21,10,4,17,25,.600,106,8,240,Denver Nuggets
.402,.368,21,13,2,15,32,.786,102,6,240,Orlando Magic
.466,.364,23,14,2,12,33,.870,110,6,240,San Antonio Spurs
.529,.333,28,13,3,5,36,.778,106,8,240,Atlanta Hawks
.402,.333,27,15,7,6,38,.818,87,14,240,Boston Celtics
.518,.400,31,9,6,6,30,.533,104,7,240,New York Knicks
.529,.313,29,9,7,12,48,.706,107,5,240,Chicago Bulls
.506,.438,29,13,5,10,33,.750,108,6,240,Detroit Pistons
.438,.290,27,13,5,19,35,.824,107,7,240,San Antonio Spurs
.352,.321,21,11,5,16,40,.786,84,7,240,Houston Rockets
.472,.167,18,14,5,9,36,.818,88,6,240,Memphis Grizzlies
.629,.500,30,16,4,12,36,.700,131,9,240,Denver Nuggets
.511,.400,21,8,7,14,34,.722,113,6,240,Sacramento Kings
.420,.526,23,13,5,15,43,.778,98,7,240,Toronto Raptors
.422,.316,15,12,8,13,35,.741,96,10,240,Utah Jazz
.553,.500,27,16,3,7,36,.625,104,15,240,Washington Wizards
.456,.350,22,20,5,18,36,.682,94,7,240,Cleveland Cavaliers
.471,.333,22,11,5,9,31,.778,99,9,240,Dallas Mavericks
.544,.500,25,8,5,5,31,.813,120,8,240,Miami Heat
.418,.222,21,18,10,14,32,.758,93,8,240,Chicago Bulls
.494,.370,28,20,3,12,33,.739,105,12,240,Houston Rockets
.514,.333,25,22,9,8,31,.690,101,12,240,Los Angeles Clippers
.475,.300,22,15,8,10,33,.654,99,9,240,San Antonio Spurs
.353,.280,18,15,11,14,33,.810,84,13,240,Philadelphia 76ers
.384,.294,19,18,3,17,32,.696,87,9,240,Golden State Warriors
.506,.450,19,12,5,10,20,.821,116,10,240,Portland Trail Blazers
.474,.455,22,18,10,9,37,.688,90,3,240,Indiana Pacers
.427,.429,24,14,8,20,41,.738,113,10,240,Utah Jazz
.443,.263,27,13,4,6,33,.688,86,9,240,San Antonio Spurs
.422,.267,22,21,2,23,35,.862,109,8,240,Houston Rockets
.465,.444,26,18,5,11,35,.917,99,12,240,Milwaukee Bucks
.365,.368,18,10,9,10,31,.875,90,10,240,Charlotte Bobcats
.638,.400,34,17,4,5,36,.767,115,7,240,Chicago Bulls
.455,.462,22,13,4,9,31,.824,104,9,240,Memphis Grizzlies
.452,.364,24,11,4,9,28,.778,105,12,240,Los Angeles Clippers
.368,.118,17,11,10,17,36,.722,92,4,240,Minnesota Timberwolves
.457,.357,23,12,4,12,30,.643,88,7,240,New Orleans Hornets
.429,.528,27,12,0,13,28,.867,104,10,240,New York Knicks
.513,.556,18,12,10,8,39,.719,106,2,240,Oklahoma City Thunder
.488,.333,24,11,8,11,35,.722,102,8,240,Orlando Magic
.435,.182,15,12,5,15,37,.714,92,6,240,Phoenix Suns
.457,.400,20,17,5,9,32,.730,107,6,240,Brooklyn Nets
.427,.278,13,16,9,9,35,.870,89,7,240,New Orleans Hornets
.613,.640,31,22,7,8,35,.800,126,6,240,Dallas Mavericks
.419,.417,28,16,8,10,43,.583,95,11,265,Portland Trail Blazers
.394,.182,16,21,14,21,46,.889,106,10,290,Indiana Pacers
.488,.250,22,13,2,16,32,.718,114,7,240,Golden State Warriors
.518,.400,26,8,8,7,25,.852,119,9,240,Miami Heat
.519,.375,32,15,9,3,34,.667,105,8,240,Milwaukee Bucks
.568,.538,29,18,6,7,26,.826,110,8,240,San Antonio Spurs
.429,.381,24,9,4,6,29,.692,89,8,240,Boston Celtics
.519,.455,27,15,8,16,30,.692,108,11,240,Los Angeles Lakers
.506,.407,18,14,5,8,31,.611,100,12,240,New York Knicks
.494,.320,20,10,1,12,26,.700,104,12,240,Atlanta Hawks
.489,.818,26,10,1,13,33,.842,115,7,240,Orlando Magic
.444,.476,18,11,3,16,23,.882,105,9,240,Toronto Raptors
.500,.350,30,11,7,16,29,.800,107,9,240,Minnesota Timberwolves
.615,.500,29,9,5,2,35,.615,114,12,240,Dallas Mavericks
.435,.483,24,17,2,18,25,.636,108,12,240,Cleveland Cavaliers
.418,.357,21,11,10,14,37,.880,103,9,240,Memphis Grizzlies
.547,.577,33,15,4,7,42,.789,124,7,240,Miami Heat
.464,.406,24,7,5,9,35,1.000,110,7,240,New York Knicks
.457,.211,13,13,5,10,33,.696,94,7,240,Sacramento Kings
.471,.444,25,8,2,11,34,.846,101,11,240,San Antonio Spurs
.476,.333,27,9,7,9,34,.708,99,7,240,Chicago Bulls
.446,.333,23,15,11,21,31,.773,109,9,240,Denver Nuggets
.473,.360,24,17,9,7,39,.853,108,10,240,Oklahoma City Thunder
.437,.318,24,17,3,17,34,.500,89,8,240,Atlanta Hawks
.420,.308,26,16,5,6,38,.824,100,9,265,Boston Celtics
.462,.444,29,12,11,22,28,.679,117,8,240,Phoenix Suns
.464,.381,21,11,6,16,31,.657,109,4,240,Dallas Mavericks
.538,.278,28,16,4,7,37,.739,106,11,240,Golden State Warriors
.451,.389,20,21,5,16,33,.571,93,9,240,Denver Nuggets
.554,.353,30,15,8,9,37,.889,106,13,240,Los Angeles Clippers
.519,.417,25,12,5,8,32,.813,103,8,240,Miami Heat
.530,.375,28,14,5,11,38,.737,108,7,240,Memphis Grizzlies
.447,.350,22,19,9,13,33,.682,90,11,240,Minnesota Timberwolves
.417,.182,19,15,6,9,34,.600,77,5,240,Philadelphia 76ers
.488,.438,15,13,3,14,28,.750,105,8,240,Sacramento Kings
.446,.294,21,12,7,9,28,.889,95,12,240,Utah Jazz
.493,.385,23,22,8,8,30,.952,97,10,240,Oklahoma City Thunder
.532,.231,20,13,3,10,34,.720,103,9,240,Los Angeles Clippers
.487,.318,22,14,2,8,28,.875,95,8,240,Miami Heat
.488,.538,27,16,7,8,30,.826,106,12,240,Philadelphia 76ers
.435,.353,26,11,12,13,40,.720,104,11,240,Denver Nuggets
.400,.286,22,16,6,16,42,.750,101,9,240,Los Angeles Lakers
.372,.316,16,9,8,18,22,.739,93,14,240,Memphis Grizzlies
.500,.222,23,12,5,5,29,.857,96,7,240,Minnesota Timberwolves
.518,.364,29,9,7,13,27,.619,107,5,240,New Orleans Hornets
.417,.364,17,9,4,11,32,.684,104,12,240,New York Knicks
.535,.400,21,16,4,8,30,.808,105,8,240,Oklahoma City Thunder
.500,.391,21,11,6,15,33,.640,107,9,240,Brooklyn Nets
.469,.353,21,17,6,12,30,.758,107,12,240,Phoenix Suns
.486,.278,27,20,9,7,41,.846,97,8,240,San Antonio Spurs
.513,.400,21,21,6,6,32,.789,101,11,240,Milwaukee Bucks
.421,.150,15,17,6,21,32,.643,101,12,265,Charlotte Bobcats
.425,.462,19,14,9,14,33,.813,87,6,240,Chicago Bulls
.381,.208,30,15,9,23,42,.593,107,9,290,Denver Nuggets
.402,.346,23,14,3,8,34,.808,96,10,240,Houston Rockets
.425,.438,16,12,4,14,34,.583,89,4,240,Indiana Pacers
.444,.333,20,14,4,7,33,.794,96,4,240,Boston Celtics
.571,.389,20,21,5,6,30,.806,112,9,240,San Antonio Spurs
.466,.429,21,15,4,9,37,.760,93,8,240,Philadelphia 76ers
.487,.143,22,18,7,10,42,.667,94,3,240,Utah Jazz
.372,.292,20,15,8,12,43,.680,82,5,240,Brooklyn Nets
.463,.333,21,13,6,8,30,1.000,89,12,240,Los Angeles Clippers
.444,.320,23,17,7,18,32,.767,103,6,240,Los Angeles Lakers
.442,.583,26,14,4,11,32,.875,104,8,240,Memphis Grizzlies
.548,.467,20,21,10,4,37,.864,106,7,240,Oklahoma City Thunder
.506,.188,28,8,5,6,28,1.000,101,9,240,Boston Celtics
.462,.267,20,17,7,7,42,.813,90,8,240,Minnesota Timberwolves
.370,.100,10,14,12,9,35,.881,92,7,240,Oklahoma City Thunder
.506,.476,26,11,4,13,31,.650,113,4,240,Miami Heat
.513,.350,25,23,7,6,42,.889,105,8,240,Milwaukee Bucks
.457,.583,29,6,4,15,25,.810,110,6,240,Phoenix Suns
.443,.389,20,16,4,6,35,.818,95,14,240,Atlanta Hawks
.495,.538,30,18,11,11,35,.791,140,10,315,Utah Jazz
.545,.227,27,13,10,12,27,.806,114,5,240,Brooklyn Nets
.397,.231,17,12,7,13,37,.844,92,8,240,Charlotte Bobcats
.361,.500,13,12,1,8,37,.842,74,4,240,Toronto Raptors
.389,.350,22,8,5,11,27,.636,84,13,240,San Antonio Spurs
.488,.375,15,9,1,6,25,.727,99,11,240,New York Knicks
.486,.519,20,15,5,11,33,.864,103,9,240,Portland Trail Blazers
.500,.400,24,9,4,4,29,.759,98,8,240,Boston Celtics
.500,.273,20,13,4,14,26,.788,107,6,240,Dallas Mavericks
.465,.278,23,23,1,10,34,.840,92,7,240,Golden State Warriors
.450,.345,19,11,7,7,33,.818,100,3,240,Houston Rockets
.486,.476,22,18,8,9,29,.844,107,11,240,Los Angeles Clippers
.418,.188,24,6,8,14,32,.800,99,11,240,Milwaukee Bucks
.452,.250,15,15,12,9,34,.643,89,11,240,Charlotte Bobcats
.473,.412,22,8,3,12,27,.857,107,6,240,Memphis Grizzlies
.479,.429,27,17,7,12,45,.677,94,3,240,Detroit Pistons
.500,.500,26,15,5,15,31,.720,112,7,265,Chicago Bulls
.424,.364,19,11,7,18,29,.786,102,7,240,Brooklyn Nets
.468,.481,24,11,9,5,24,.813,98,5,240,Miami Heat
.453,.423,17,7,6,10,31,.652,104,6,240,New York Knicks
.494,.412,27,14,3,14,30,.882,110,7,240,Orlando Magic
.470,.375,23,8,5,10,36,.613,103,11,240,Indiana Pacers
.472,.381,25,11,9,17,31,.786,114,7,240,Los Angeles Lakers
.487,.333,15,14,6,12,23,.813,105,7,240,Memphis Grizzlies
.506,.133,21,15,5,17,33,.692,106,3,240,Golden State Warriors
.541,.483,31,13,7,7,29,.800,110,7,240,Oklahoma City Thunder
.460,.556,20,10,7,11,32,.900,99,5,240,Philadelphia 76ers
.512,.400,21,15,8,10,27,.724,119,4,265,Portland Trail Blazers
.553,.533,24,15,5,10,32,.741,112,8,240,Atlanta Hawks
.566,.400,37,13,2,7,30,.789,107,7,240,Boston Celtics
.388,.143,17,14,7,12,32,.882,94,10,240,Memphis Grizzlies
.514,.435,26,20,14,8,34,.850,103,6,240,Dallas Mavericks
.493,.313,21,12,10,10,31,.733,101,10,240,Los Angeles Clippers
.462,.520,28,11,4,16,25,.750,117,9,240,Milwaukee Bucks
.535,.421,20,19,3,4,32,.684,97,10,240,Miami Heat
.534,.593,33,14,6,14,26,.800,126,11,240,San Antonio Spurs
.378,.222,18,17,6,26,34,.704,83,7,240,Utah Jazz
.542,.364,23,16,1,7,32,.808,103,8,240,Detroit Pistons
.541,.450,27,13,3,9,32,.643,119,10,240,Los Angeles Lakers
.367,.280,19,8,4,15,33,.789,88,9,240,New York Knicks
.506,.650,31,10,3,10,30,.846,119,9,240,Oklahoma City Thunder
.425,.450,27,11,9,9,32,.750,86,8,240,Philadelphia 76ers
.494,.409,15,16,1,10,24,.750,102,8,240,Portland Trail Blazers
.480,.294,22,10,6,7,26,.880,99,8,240,Brooklyn Nets
.475,.389,22,10,6,10,30,.609,97,8,240,Toronto Raptors
.382,.200,18,13,4,11,37,.615,81,12,240,Atlanta Hawks
.439,.273,22,16,5,11,33,.900,102,7,240,Charlotte Bobcats
.407,.375,19,20,2,19,43,.733,105,10,265,Golden State Warriors
.444,.333,21,17,3,21,26,.714,97,9,240,Denver Nuggets
.471,.083,13,17,7,17,35,.579,92,7,240,Los Angeles Clippers
.402,.429,30,14,11,14,41,.826,102,4,240,Utah Jazz
.486,.158,20,20,10,8,38,.862,96,5,240,Indiana Pacers
.479,.286,23,11,5,8,35,.514,95,5,240,Los Angeles Lakers
.446,.389,19,10,3,13,36,.737,102,6,240,New York Knicks
.471,.375,25,8,10,9,32,.895,106,6,240,Philadelphia 76ers
.435,.360,30,13,5,10,27,.571,101,12,265,Atlanta Hawks
.584,.500,26,17,2,6,35,.737,112,8,240,San Antonio Spurs
.419,.158,21,12,9,9,28,.821,98,7,240,Charlotte Bobcats
.407,.565,17,16,6,15,40,.643,92,3,240,Cleveland Cavaliers
.494,.448,22,13,1,11,31,.810,114,8,240,Dallas Mavericks
.533,.467,24,15,1,12,31,.789,102,3,240,Golden State Warriors
.432,.368,15,23,6,10,35,.710,93,8,240,Houston Rockets
.435,.556,26,8,16,17,32,.714,115,6,265,Indiana Pacers
.477,.444,25,15,4,12,42,.697,113,7,265,Miami Heat
.443,.429,16,20,8,14,35,.846,101,5,240,Denver Nuggets
.456,.478,20,19,5,12,32,.872,117,12,265,Oklahoma City Thunder
.434,.250,24,14,5,9,44,.722,90,3,240,Orlando Magic
.597,.412,22,13,3,7,28,.833,114,12,240,Phoenix Suns
.543,.467,23,16,4,9,32,.818,113,9,240,Sacramento Kings
.488,.529,28,15,1,8,28,.875,108,10,240,Boston Celtics
.466,.385,19,15,3,11,24,.684,86,6,240,Brooklyn Nets
.538,.500,29,21,15,7,34,.429,101,6,240,Atlanta Hawks
.476,.263,21,11,7,11,28,.567,102,9,240,Denver Nuggets
.462,.308,17,14,2,15,31,.577,91,4,240,Detroit Pistons
.517,.560,22,14,6,11,38,.893,131,8,240,Houston Rockets
.494,.118,19,10,2,6,31,.909,104,8,240,San Antonio Spurs
.507,.545,23,15,3,13,26,.800,106,10,240,Memphis Grizzlies
.500,.524,21,18,3,12,24,.850,108,5,240,Orlando Magic
.489,.440,28,10,5,10,25,.632,111,10,265,Phoenix Suns
.538,.440,24,12,6,6,27,.444,103,7,240,Portland Trail Blazers
.434,.200,27,11,6,17,26,.879,104,7,240,Utah Jazz
.507,.412,26,18,2,8,31,.808,104,5,240,Atlanta Hawks
.488,.545,21,19,4,11,50,.676,115,11,240,Los Angeles Lakers
.423,.286,18,13,3,13,35,.828,96,1,240,Golden State Warriors
.522,.474,21,18,5,9,30,.784,110,5,240,Miami Heat
.390,.250,17,16,2,20,34,.962,93,4,240,Chicago Bulls
.443,.286,21,12,5,18,24,.865,116,11,265,Oklahoma City Thunder
.541,.375,19,14,2,14,23,.688,108,8,240,Sacramento Kings
.410,.429,20,17,5,5,35,.778,108,12,290,Charlotte Bobcats
.424,.294,26,12,9,17,31,.714,98,10,240,Brooklyn Nets
.533,.385,27,14,12,9,32,.810,102,9,240,Denver Nuggets
.481,.515,24,11,4,10,27,.903,121,13,240,New York Knicks
.448,.389,26,15,2,17,34,.789,116,9,265,Boston Celtics
.481,.474,23,8,4,6,27,.739,104,4,240,Philadelphia 76ers
.427,.296,25,11,5,7,45,.789,111,4,290,San Antonio Spurs
.407,.321,23,12,7,18,32,.684,96,5,265,Brooklyn Nets
.459,.200,23,12,12,13,23,.632,93,4,240,Milwaukee Bucks
.525,.600,26,16,5,12,35,.682,108,6,240,Detroit Pistons
.507,.600,23,15,3,7,29,.783,105,6,240,New Orleans Hornets
.465,.364,16,14,5,10,23,.778,84,8,240,Memphis Grizzlies
.513,.481,31,14,7,9,45,.913,114,3,240,Oklahoma City Thunder
.462,.364,19,12,6,13,18,.735,105,9,240,Utah Jazz
.563,.565,32,15,5,10,33,.750,118,4,240,San Antonio Spurs
.468,.353,22,15,8,7,32,.611,91,10,240,Phoenix Suns
.530,.500,30,14,1,12,33,.762,117,11,240,Houston Rockets
.367,.211,17,17,6,10,40,.630,79,9,240,Indiana Pacers
.467,.429,22,17,3,13,27,.750,100,9,240,Philadelphia 76ers
.458,.273,25,17,8,12,39,.833,97,8,240,Minnesota Timberwolves
.400,.375,28,9,9,15,29,.667,94,9,240,Atlanta Hawks
.402,.417,21,14,3,17,33,.655,95,12,240,Brooklyn Nets
.493,.600,24,19,6,10,34,.818,101,8,240,Chicago Bulls
.526,.750,28,12,5,8,35,.714,117,9,240,Detroit Pistons
.457,.211,28,10,6,11,24,.885,101,11,240,Los Angeles Clippers
.475,.444,28,12,7,12,34,.679,103,10,240,Memphis Grizzlies
.479,.524,18,14,1,8,30,.840,102,11,240,New York Knicks
.492,.545,24,16,4,6,33,.737,96,11,240,Utah Jazz
.540,.409,26,15,11,15,31,.773,120,10,240,Oklahoma City Thunder
.524,.440,26,16,9,8,31,.733,110,12,240,San Antonio Spurs
.437,.417,18,16,2,8,34,.895,84,7,240,Washington Wizards
.512,.444,29,16,5,9,34,.769,106,10,240,Golden State Warriors
.488,.385,22,10,2,7,30,.842,105,11,240,Miami Heat
.482,.435,21,18,3,18,31,.955,113,8,240,Cleveland Cavaliers
.493,.375,20,19,4,5,31,.900,96,16,240,Boston Celtics
.512,.471,26,10,6,13,26,.800,104,5,240,Philadelphia 76ers
.540,.515,33,15,6,15,31,.647,122,11,240,Los Angeles Lakers
.400,.333,20,12,5,11,28,.857,90,11,240,Memphis Grizzlies
.391,.421,15,15,6,16,40,.704,95,6,240,Minnesota Timberwolves
.531,.414,24,8,1,3,29,.667,108,7,240,New York Knicks
.520,.444,21,21,14,16,31,.727,106,11,240,Oklahoma City Thunder
.458,.550,22,7,6,11,30,.846,98,4,240,Brooklyn Nets
.435,.346,27,9,6,10,31,.737,97,7,240,Indiana Pacers
.481,.571,24,13,4,10,31,.682,101,7,240,Toronto Raptors
.469,.571,28,13,6,12,38,.619,93,4,240,Chicago Bulls
.489,.360,25,14,9,12,29,.810,118,7,290,Portland Trail Blazers
.409,.440,28,13,9,13,36,.625,92,8,240,Dallas Mavericks
